iter	Passed	Remaining
401	14110	20989
402	14142	20950
403	14168	20902
404	14197	20858
405	14233	20824
406	14273	20796
407	14304	20755
408	14337	20717
409	14364	20671
410	14395	20629
411	14425	20588
412	14452	20541
413	14481	20497
414	14524	20474
415	14553	20430
416	14583	20388
417	14608	20339
418	14635	20294
419	14663	20249
420	14689	20202
421	14715	20155
422	14742	20109
423	14772	20068
424	14800	20023
425	14826	19977
426	14852	19931
427	14882	19889
428	14910	19845
429	14937	19801
430	14971	19764
431	15001	19723
432	15028	19679
433	15059	19640
434	15087	19596
435	15118	19556
436	15145	19512
437	15176	19473
438	15202	19427
439	15232	19386
440	15262	19346
441	15295	19309
442	15322	19265
443	15350	19222
444	15379	19181
445	15414	19147
446	15441	19103
447	15469	19060
448	15493	19012
449	15522	18971
450	15549	18928
451	15578	18887
452	15604	18842
453	15629	18796
454	15659	18756
455	15683	18710
456	15715	18672
457	15749	18637
458	15782	18601
459	15814	18565
460	15848	18529
461	15878	18490
462	15909	18452
463	15936	18409
464	15965	18369
465	15991	18324
466	16020	18284
467	16048	18243
468	16077	18203
469	16104	18159
470	16131	18117
471	16160	18077
472	16190	18038
473	16220	17999
474	16249	17959
475	16279	17921
476	16310	17883
477	16338	17842
478	16369	17804
479	16397	17764
480	16423	17721
481	16450	17679
482	16478	17638
483	16505	17596
484	16530	17552
485	16555	17509
486	16582	17467
487	16610	17427
488	16640	17389
489	16669	17350
490	16697	17309
491	16723	17267
492	16750	17226
493	16776	17184
494	16804	17143
495	16835	17107
496	16863	17066
497	16898	17034
498	16928	16996
499	16963	16963
500	16996	16929
501	17034	16898
502	17066	16862
503	17107	16835
504	17146	16806
505	17177	16770
506	17207	16732
507	17242	16699
508	17273	16662
509	17300	16622
510	17337	16591
511	17372	16558
512	17415	16533
513	17454	16503
514	17487	16468
515	17518	16432
516	17543	16389
517	17573	16352
518	17605	16316
519	17634	16277
520	17664	16240
521	17697	16205
522	17721	16163
523	17750	16124
524	17779	16085
525	17811	16050
526	17839	16011
527	17871	15976
528	17900	15937
529	17942	15911
530	17973	15874
531	18016	15848
532	18056	15821
533	18097	15793
534	18132	15759
535	18181	15738
536	18221	15710
537	18259	15680
538	18295	15647
539	18328	15613
540	18361	15578
541	18392	15541
542	18422	15504
543	18452	15467
544	18486	15433
545	18515	15395
546	18547	15360
547	18580	15325
548	18621	15297
549	18663	15270
550	18696	15235
551	18728	15200
552	18766	15169
553	18793	15129
554	18820	15090
555	18850	15053
556	18884	15019
557	18922	14988
558	18965	14962
559	19007	14934
560	19046	14904
561	19083	14872
562	19120	14841
563	19185	14831
564	19229	14804
565	19273	14778
566	19310	14746
567	19345	14713
568	19384	14683
569	19419	14649
570	19451	14614
571	19482	14578
572	19512	14540
573	19539	14501
574	19566	14462
575	19594	14423
576	19622	14385
577	19647	14344
578	19675	14306
579	19704	14268
580	19735	14232
581	19760	14192
582	19785	14152
583	19812	14113
584	19843	14077
585	19870	14038
586	19902	14003
587	19940	13972
588	19967	13933
589	19999	13897
590	20026	13859
591	20058	13824
592	20090	13789
593	20125	13755
594	20161	13723
595	20190	13686
596	20224	13652
597	20255	13616
598	20287	13581
599	20315	13543
600	20345	13507
601	20375	13471
602	20431	13451
603	20460	13414
604	20487	13375
605	20517	13339
606	20543	13300
607	20573	13264
608	20601	13227
609	20630	13189
610	20660	13153
611	20688	13116
612	20713	13076
613	20744	13041
614	20776	13006
615	20805	12969
616	20833	12932
617	20871	12901
618	20904	12867
619	20938	12833
620	20967	12796
621	20999	12761
622	21030	12726
623	21060	12690
624	21088	12653
625	21117	12616
626	21157	12586
627	21228	12574
628	21293	12559
629	21341	12534
630	21388	12507
631	21439	12483
632	21513	12473
633	21561	12447
634	21609	12421
635	21652	12392
636	21695	12363
637	21739	12335
638	21823	12328
639	21877	12305
640	21922	12277
641	21964	12248
642	22008	12219
643	22054	12191
644	22095	12161
645	22159	12143
646	22208	12116
647	22245	12083
648	22288	12054
649	22329	12023
650	22363	11989
651	22392	11951
652	22423	11915
653	22453	11878
654	22494	11848
655	22527	11813
656	22553	11774
657	22582	11737
658	22610	11699
659	22643	11664
660	22673	11628
661	22703	11592
662	22733	11555
663	22761	11517
664	22791	11481
665	22820	11444
666	22852	11408
667	22882	11372
668	22916	11338
669	22947	11302
670	22977	11266
671	23019	11235
672	23053	11201
673	23079	11163
674	23112	11128
675	23142	11091
676	23171	11055
677	23198	11017
678	23225	10979
679	23255	10943
680	23286	10908
681	23322	10874
682	23362	10843
683	23399	10810
684	23438	10778
685	23468	10742
686	23499	10706
687	23530	10670
688	23561	10635
689	23591	10599
690	23622	10563
691	23652	10527
692	23683	10492
693	23712	10455
694	23741	10418
695	23776	10385
696	23811	10351
697	23845	10317
698	23877	10282
699	23911	10247
700	23943	10212
701	23972	10176
702	23998	10138
703	24031	10104
704	24061	10068
705	24092	10032
706	24121	9996
707	24152	9961
708	24188	9927
709	24217	9891
710	24247	9856
711	24276	9819
712	24304	9783
713	24338	9748
714	24366	9712
715	24405	9680
716	24455	9652
717	24499	9622
718	24537	9589
719	24570	9555
720	24609	9522
721	24647	9490
722	24684	9457
723	24801	9454
724	24856	9428
725	24898	9396
726	24953	9370
727	24992	9337
728	25031	9305
729	25067	9271
730	25096	9235
731	25129	9200
732	25163	9166
733	25206	9134
734	25257	9106
735	25291	9071
736	25328	9038
737	25356	9002
738	25381	8964
739	25407	8926
740	25431	8888
741	25461	8853
742	25491	8817
743	25519	8780
744	25548	8744
745	25574	8707
746	25601	8671
747	25629	8634
748	25659	8598
749	25690	8563
750	25718	8527
751	25747	8491
752	25778	8455
753	25811	8421
754	25843	8386
755	25873	8350
756	25899	8313
757	25929	8278
758	25955	8241
759	25981	8204
760	26009	8168
761	26038	8132
762	26068	8097
763	26097	8061
764	26131	8027
765	26161	7991
766	26185	7954
767	26214	7918
768	26243	7883
769	26275	7848
770	26303	7812
771	26327	7775
772	26357	7740
773	26387	7704
774	26414	7668
775	26451	7635
776	26483	7600
777	26511	7565
778	26539	7529
779	26566	7492
780	26601	7459
781	26632	7424
782	26668	7390
783	26700	7356
784	26734	7322
785	26769	7288
786	26809	7255
787	26844	7222
788	26878	7188
789	26914	7154
790	26954	7121
791	26988	7087
792	27024	7054
793	27054	7019
794	27089	6985
795	27121	6950
796	27153	6916
797	27185	6881
798	27214	6846
799	27241	6810
800	27268	6774
801	27298	6739
802	27331	6705
803	27367	6671
804	27394	6635
805	27422	6600
806	27449	6564
807	27479	6529
808	27513	6495
809	27541	6460
810	27572	6425
811	27607	6391
812	27641	6357
813	27672	6323
814	27702	6288
815	27731	6253
816	27758	6217
817	27789	6182
818	27819	6148
819	27856	6114
820	27887	6080
821	27917	6045
822	27948	6010
823	27976	5975
824	28004	5940
825	28036	5905
826	28077	5873
827	28117	5840
828	28154	5807
